Hour,platform,frequency
"2016-07-06 13",Unspecified,1897
"2016-07-06 14","Big screen",6
"2016-07-06 14",Computer,15123
"2016-07-06 14",Mobile,5649
"2016-07-06 14",Tablet,6874
"2016-07-06 14",Unspecified,1716
"2016-07-06 15","Big screen",29
"2016-07-06 15",Computer,15719
"2016-07-06 15",Mobile,7435
"2016-07-06 15",Tablet,9193
"2016-07-06 15",UNKNOWN,4
"2016-07-06 15",Unspecified,1923
"2016-07-06 16","Big screen",19
"2016-07-06 16",Computer,17420
"2016-07-06 16",Mobile,8494
"2016-07-06 16",Tablet,10720
"2016-07-06 16",UNKNOWN,1
"2016-07-06 16",Unspecified,2370
"2016-07-06 17",,1
"2016-07-06 17","Big screen",42
"2016-07-06 17",Computer,13881
"2016-07-06 17",Mobile,8986
"2016-07-06 17",Tablet,10521
"2016-07-06 17",Unspecified,2339
"2016-07-06 18","Big screen",47
"2016-07-06 18",Computer,11042
"2016-07-06 18",Mobile,9967
"2016-07-06 18",Tablet,12119
"2016-07-06 18",Unknown,3
"2016-07-06 18",Unspecified,2007
"2016-07-06 19","Big screen",47
"2016-07-06 19",Computer,11134
"2016-07-06 19",Mobile,11656
"2016-07-06 19",Tablet,15643
"2016-07-06 19",Unknown,3
"2016-07-06 19",Unspecified,2380
"2016-07-06 20","Big screen",64
"2016-07-06 20",Computer,13547
"2016-07-06 20",Mobile,21781
"2016-07-06 20",Tablet,28325
"2016-07-06 20",Unknown,2
"2016-07-06 20",Unspecified,3456
"2016-07-06 21","Big screen",21
"2016-07-06 21",Computer,12886
"2016-07-06 21",Mobile,15376
"2016-07-06 21",Tablet,20442
"2016-07-06 21",Unknown,5
"2016-07-06 21",Unspecified,2780
"2016-07-06 22","Big screen",33
"2016-07-06 22",Computer,10858
"2016-07-06 22",Mobile,8316
"2016-07-06 22",Tablet,10127
"2016-07-06 22",Unknown,4
"2016-07-06 22",Unspecified,1876
"2016-07-06 23","Big screen",19
"2016-07-06 23",Computer,6092
"2016-07-06 23",Mobile,5312
"2016-07-06 23",Tablet,5963
"2016-07-06 23",Unknown,2
"2016-07-06 23",Unspecified,1160
"2016-07-07 00","Big screen",1
"2016-07-07 00",Computer,3144
"2016-07-07 00",Mobile,2630
"2016-07-07 00",Tablet,2692
"2016-07-07 00",Unknown,7
"2016-07-07 00",Unspecified,655
"2016-07-07 01","Big screen",4
"2016-07-07 01",Computer,1591
"2016-07-07 01",Mobile,1262
"2016-07-07 01",Tablet,1089
"2016-07-07 01",Unspecified,358
"2016-07-07 02","Big screen",3
"2016-07-07 02",Computer,854
"2016-07-07 02",Mobile,800
"2016-07-07 02",Tablet,594
"2016-07-07 02",Unknown,2
"2016-07-07 02",Unspecified,185
"2016-07-07 03",Computer,709
"2016-07-07 03",Mobile,645
"2016-07-07 03",Tablet,457
"2016-07-07 03",Unknown,2
"2016-07-07 03",Unspecified,202
"2016-07-07 04","Big screen",1
"2016-07-07 04",Computer,735
"2016-07-07 04",Mobile,880
"2016-07-07 04",Tablet,735
"2016-07-07 04",Unspecified,230
"2016-07-07 05","Big screen",9
"2016-07-07 05",Computer,1517
"2016-07-07 05",Mobile,1607
"2016-07-07 05",Tablet,1535
"2016-07-07 05",Unknown,2
"2016-07-07 05",Unspecified,431
"2016-07-07 06","Big screen",5
"2016-07-07 06",Computer,3796
"2016-07-07 06",Mobile,4172
"2016-07-07 06",Tablet,4273
"2016-07-07 06",Unknown,13
"2016-07-07 06",Unspecified,912
"2016-07-07 07","Big screen",25
"2016-07-07 07",Computer,7468
"2016-07-07 07",Mobile,6278
"2016-07-07 07",Tablet,6839
"2016-07-07 07",Unknown,9
"2016-07-07 07",Unspecified,1435
"2016-07-07 08",,4
"2016-07-07 08","Big screen",18
"2016-07-07 08",Computer,10909
"2016-07-07 08",Mobile,5417
"2016-07-07 08",Tablet,5473
"2016-07-07 08",Unknown,5
"2016-07-07 08",Unspecified,1898
"2016-07-07 09",,6
"2016-07-07 09","Big screen",8
"2016-07-07 09",Computer,12176
"2016-07-07 09",Mobile,4502
"2016-07-07 09",Tablet,4174
"2016-07-07 09",Unknown,2
"2016-07-07 09",Unspecified,2156
"2016-07-07 10","Big screen",14
"2016-07-07 10",Computer,11735
"2016-07-07 10",Mobile,4551
"2016-07-07 10",Tablet,4046
"2016-07-07 10",Unknown,2
"2016-07-07 10",Unspecified,1930
"2016-07-07 11","Big screen",6
"2016-07-07 11",Computer,12130
"2016-07-07 11",Mobile,4367
"2016-07-07 11",Tablet,3585
"2016-07-07 11",Unspecified,2004
"2016-07-07 12","Big screen",5
"2016-07-07 12",Computer,15816
"2016-07-07 12",Mobile,5447
"2016-07-07 12",Tablet,4877
"2016-07-07 12",UNKNOWN,4
"2016-07-07 12",Unspecified,2415
"2016-07-07 13","Big screen",40
"2016-07-07 13",Computer,15883
"2016-07-07 13",Mobile,6101
"2016-07-07 13",Tablet,5452
"2016-07-07 13",Unknown,7
"2016-07-07 13",Unspecified,2483
"2016-07-07 14","Big screen",13
"2016-07-07 14",Computer,13269
"2016-07-07 14",Mobile,5840
"2016-07-07 14",Tablet,5230
"2016-07-07 14",Unspecified,2186
"2016-07-07 15",,14
"2016-07-07 15","Big screen",10
"2016-07-07 15",Computer,13755
"2016-07-07 15",Mobile,6102
"2016-07-07 15",Tablet,5826
"2016-07-07 15",UNKNOWN,3
"2016-07-07 15",Unspecified,2262
"2016-07-07 16",,10
"2016-07-07 16","Big screen",7
"2016-07-07 16",Computer,16092
"2016-07-07 16",Mobile,6774
"2016-07-07 16",Tablet,6498
"2016-07-07 16",Unknown,3
"2016-07-07 16",Unspecified,2885
"2016-07-07 17","Big screen",9
"2016-07-07 17",Computer,12953
"2016-07-07 17",Mobile,6907
"2016-07-07 17",Tablet,6763
"2016-07-07 17",Unknown,3
"2016-07-07 17",Unspecified,2914
"2016-07-07 18","Big screen",9
"2016-07-07 18",Computer,10878
"2016-07-07 18",Mobile,6297
"2016-07-07 18",Tablet,7261
"2016-07-07 18",Unspecified,2226
"2016-07-07 19","Big screen",15
"2016-07-07 19",Computer,11300
"2016-07-07 19",Mobile,7523
"2016-07-07 19",Tablet,8482
"2016-07-07 19",Unknown,1
"2016-07-07 19",Unspecified,2340
"2016-07-07 20","Big screen",28
"2016-07-07 20",Computer,11279
"2016-07-07 20",Mobile,9894
"2016-07-07 20",Tablet,12588
"2016-07-07 20",Unknown,1
"2016-07-07 20",Unspecified,2560
"2016-07-07 21","Big screen",47
"2016-07-07 21",Computer,12092
"2016-07-07 21",Mobile,12610
"2016-07-07 21",Tablet,15820
"2016-07-07 21",Unknown,11
"2016-07-07 21",Unspecified,3151
"2016-07-07 22","Big screen",10
"2016-07-07 22",Computer,11082
"2016-07-07 22",Mobile,8170
"2016-07-07 22",Tablet,8783
"2016-07-07 22",Unknown,10
"2016-07-07 22",Unspecified,2223
"2016-07-07 23","Big screen",26
"2016-07-07 23",Computer,6243
"2016-07-07 23",Mobile,4942
"2016-07-07 23",Tablet,4971
"2016-07-07 23",Unknown,4
"2016-07-07 23",Unspecified,1129
"2016-07-08 00","Big screen",11
"2016-07-08 00",Computer,2637
"2016-07-08 00",Mobile,2511
"2016-07-08 00",Tablet,2570
"2016-07-08 00",Unknown,2
"2016-07-08 00",Unspecified,805
"2016-07-08 01","Big screen",5
"2016-07-08 01",Computer,1247
"2016-07-08 01",Mobile,1202
"2016-07-08 01",Tablet,1122
"2016-07-08 01",Unknown,5
"2016-07-08 01",Unspecified,360
"2016-07-08 02","Big screen",8
"2016-07-08 02",Computer,891
"2016-07-08 02",Mobile,802
"2016-07-08 02",Tablet,692
"2016-07-08 02",Unknown,5
"2016-07-08 02",Unspecified,248
"2016-07-08 03","Big screen",4
"2016-07-08 03",Computer,645
"2016-07-08 03",Mobile,599
"2016-07-08 03",Tablet,544
"2016-07-08 03",Unknown,6
"2016-07-08 03",Unspecified,250
"2016-07-08 04","Big screen",1
"2016-07-08 04",Computer,696
"2016-07-08 04",Mobile,917
"2016-07-08 04",Tablet,678
"2016-07-08 04",Unknown,10
"2016-07-08 04",Unspecified,226
"2016-07-08 05","Big screen",1
"2016-07-08 05",Computer,1447
"2016-07-08 05",Mobile,1649
"2016-07-08 05",Tablet,1438
"2016-07-08 05",Unspecified,404
"2016-07-08 06","Big screen",18
"2016-07-08 06",Computer,3331
"2016-07-08 06",Mobile,4241
"2016-07-08 06",Tablet,3981
"2016-07-08 06",Unknown,2
"2016-07-08 06",Unspecified,1194
"2016-07-08 07","Big screen",16
"2016-07-08 07",Computer,6809
"2016-07-08 07",Mobile,6673
"2016-07-08 07",Tablet,6902
"2016-07-08 07",Unknown,11
"2016-07-08 07",Unspecified,2099
"2016-07-08 08",,2
"2016-07-08 08","Big screen",18
"2016-07-08 08",Computer,9977
"2016-07-08 08",Mobile,5504
"2016-07-08 08",Tablet,5817
"2016-07-08 08",UNKNOWN,3
"2016-07-08 08",Unspecified,3428
"2016-07-08 09","Big screen",26
"2016-07-08 09",Computer,11894
"2016-07-08 09",Mobile,4503
"2016-07-08 09",Tablet,4522
"2016-07-08 09",Unknown,5
"2016-07-08 09",Unspecified,4758
"2016-07-08 10","Big screen",12
"2016-07-08 10",Computer,10842
"2016-07-08 10",Mobile,4523
"2016-07-08 10",Tablet,4358
"2016-07-08 10",Unspecified,4205
"2016-07-08 11","Big screen",13
"2016-07-08 11",Computer,11591
"2016-07-08 11",Mobile,4394
"2016-07-08 11",Tablet,4098
"2016-07-08 11",UNKNOWN,4
"2016-07-08 11",Unspecified,4454
"2016-07-08 12",,4
"2016-07-08 12","Big screen",18
"2016-07-08 12",Computer,13332
"2016-07-08 12",Mobile,5400
"2016-07-08 12",Tablet,4992
"2016-07-08 12",Unknown,12
"2016-07-08 12",Unspecified,5594
"2016-07-08 13",,5
"2016-07-08 13","Big screen",14
"2016-07-08 13",Computer,12228
"2016-07-08 13",Mobile,6049
"2016-07-08 13",Tablet,5850
"2016-07-08 13",Unknown,1
"2016-07-08 13",Unspecified,5315
"2016-07-08 14","Big screen",12
"2016-07-08 14",Computer,11187
"2016-07-08 14",Mobile,6193
"2016-07-08 14",Tablet,6336
"2016-07-08 14",UNKNOWN,4
"2016-07-08 14",Unspecified,4215
"2016-07-08 15","Big screen",21
"2016-07-08 15",Computer,10760
"2016-07-08 15",Mobile,7086
"2016-07-08 15",Tablet,7555
"2016-07-08 15",UNKNOWN,9
"2016-07-08 15",Unspecified,4622
"2016-07-08 16",,4
"2016-07-08 16","Big screen",27
"2016-07-08 16",Computer,12172
"2016-07-08 16",Mobile,9791
"2016-07-08 16",Tablet,10050
"2016-07-08 16",Unknown,26
"2016-07-08 16",Unspecified,5064
"2016-07-08 17","Big screen",26
"2016-07-08 17",Computer,10754
"2016-07-08 17",Mobile,9577
"2016-07-08 17",Tablet,10634
"2016-07-08 17",Unknown,13
"2016-07-08 17",Unspecified,3574
"2016-07-08 18","Big screen",26
"2016-07-08 18",Computer,9368
"2016-07-08 18",Mobile,10501
"2016-07-08 18",Tablet,11578
"2016-07-08 18",Unknown,7
"2016-07-08 18",Unspecified,3024
"2016-07-08 19","Big screen",46
"2016-07-08 19",Computer,9472
"2016-07-08 19",Mobile,8553
"2016-07-08 19",Tablet,9590
"2016-07-08 19",Unknown,8
"2016-07-08 19",Unspecified,2601
"2016-07-08 20","Big screen",61
"2016-07-08 20",Computer,9028
"2016-07-08 20",Mobile,8583
"2016-07-08 20",Tablet,9031
"2016-07-08 20",Unknown,10
"2016-07-08 20",Unspecified,2784
"2016-07-08 21","Big screen",51
"2016-07-08 21",Computer,9181
"2016-07-08 21",Mobile,10225
"2016-07-08 21",Tablet,11246
"2016-07-08 21",Unknown,1
"2016-07-08 21",Unspecified,2379
"2016-07-08 22","Big screen",28
"2016-07-08 22",Computer,7866
"2016-07-08 22",Mobile,6777
"2016-07-08 22",Tablet,8225
"2016-07-08 22",Unknown,15
"2016-07-08 22",Unspecified,2111
"2016-07-08 23","Big screen",20
"2016-07-08 23",Computer,5562
"2016-07-08 23",Mobile,5206
"2016-07-08 23",Tablet,5874
"2016-07-08 23",Unknown,3
"2016-07-08 23",Unspecified,1345
"2016-07-09 00","Big screen",7
"2016-07-09 00",Computer,2282
"2016-07-09 00",Mobile,2706
"2016-07-09 00",Tablet,4195
"2016-07-09 00",Unknown,44
"2016-07-09 00",Unspecified,407
"2016-07-09 01","Big screen",7
"2016-07-09 01",Computer,1266
"2016-07-09 01",Mobile,1361
"2016-07-09 01",Tablet,2132
"2016-07-09 01",Unknown,3
"2016-07-09 01",Unspecified,160
"2016-07-09 02",Computer,740
"2016-07-09 02",Mobile,803
"2016-07-09 02",Tablet,1090
"2016-07-09 02",Unknown,14
"2016-07-09 02",Unspecified,109
"2016-07-09 03","Big screen",3
"2016-07-09 03",Computer,572
"2016-07-09 03",Mobile,692
"2016-07-09 03",Tablet,736
"2016-07-09 03",Unknown,5
"2016-07-09 03",Unspecified,72
"2016-07-09 04","Big screen",1
"2016-07-09 04",Computer,513
"2016-07-09 04",Mobile,585
"2016-07-09 04",Tablet,756
"2016-07-09 04",Unknown,8
"2016-07-09 04",Unspecified,130
"2016-07-09 05",Computer,882
"2016-07-09 05",Mobile,1122
"2016-07-09 05",Tablet,1351
"2016-07-09 05",Unknown,28
"2016-07-09 05",Unspecified,150
"2016-07-09 06","Big screen",4
"2016-07-09 06",Computer,1908
"2016-07-09 06",Mobile,2266
"2016-07-09 06",Tablet,3359
"2016-07-09 06",Unknown,29
"2016-07-09 06",Unspecified,404
"2016-07-09 07","Big screen",14
"2016-07-09 07",Computer,3693
"2016-07-09 07",Mobile,4526
"2016-07-09 07",Tablet,6879
"2016-07-09 07",Unknown,60
"2016-07-09 07",Unspecified,719
"2016-07-09 08","Big screen",14
"2016-07-09 08",Computer,5500
"2016-07-09 08",Mobile,6134
"2016-07-09 08",Tablet,9073
"2016-07-09 08",Unknown,74
"2016-07-09 08",Unspecified,961
"2016-07-09 09","Big screen",16
"2016-07-09 09",Computer,6756
"2016-07-09 09",Mobile,6029
"2016-07-09 09",Tablet,9575
"2016-07-09 09",Unknown,119
"2016-07-09 09",Unspecified,1308
"2016-07-09 10","Big screen",22
"2016-07-09 10",Computer,7117
"2016-07-09 10",Mobile,5950
"2016-07-09 10",Tablet,9157
"2016-07-09 10",Unknown,86
"2016-07-09 10",Unspecified,1124
"2016-07-09 11","Big screen",16
"2016-07-09 11",Computer,6870
"2016-07-09 11",Mobile,5288
"2016-07-09 11",Tablet,8637
"2016-07-09 11",Unknown,73
"2016-07-09 11",Unspecified,1252
"2016-07-09 12","Big screen",6
"2016-07-09 12",Computer,6351
"2016-07-09 12",Mobile,5473
"2016-07-09 12",Tablet,9041
"2016-07-09 12",Unknown,118
"2016-07-09 12",Unspecified,1025
"2016-07-09 13","Big screen",9
"2016-07-09 13",Computer,6334
"2016-07-09 13",Mobile,6203
"2016-07-09 13",Tablet,10064
"2016-07-09 13",Unknown,102
"2016-07-09 13",Unspecified,1203
"2016-07-09 14","Big screen",15
"2016-07-09 14",Computer,6651
"2016-07-09 14",Mobile,7733
"2016-07-09 14",Tablet,11640
"2016-07-09 14",Unknown,145
"2016-07-09 14",Unspecified,1297
"2016-07-09 15","Big screen",17
"2016-07-09 15",Computer,6658
"2016-07-09 15",Mobile,7984
"2016-07-09 15",Tablet,12399
"2016-07-09 15",Unknown,186
"2016-07-09 15",Unspecified,1494
"2016-07-09 16","Big screen",14
"2016-07-09 16",Computer,6917
"2016-07-09 16",Mobile,7401
"2016-07-09 16",Tablet,11287
"2016-07-09 16",Unknown,167
"2016-07-09 16",Unspecified,1441
"2016-07-09 17","Big screen",22
"2016-07-09 17",Computer,7182
"2016-07-09 17",Mobile,7227
"2016-07-09 17",Tablet,10789
"2016-07-09 17",Unknown,77
"2016-07-09 17",Unspecified,1230
"2016-07-09 18","Big screen",13
"2016-07-09 18",Computer,6835
"2016-07-09 18",Mobile,6160
"2016-07-09 18",Tablet,10248
"2016-07-09 18",Unknown,104
"2016-07-09 18",Unspecified,993
"2016-07-09 19","Big screen",5
"2016-07-09 19",Computer,5884
"2016-07-09 19",Mobile,5975
"2016-07-09 19",Tablet,9360
"2016-07-09 19",Unknown,101
"2016-07-09 19",Unspecified,1073
"2016-07-09 20","Big screen",7
"2016-07-09 20",Computer,6121
"2016-07-09 20",Mobile,6166
"2016-07-09 20",Tablet,9596
"2016-07-09 20",Unknown,69
"2016-07-09 20",Unspecified,1002
"2016-07-09 21","Big screen",9
"2016-07-09 21",Computer,5993
"2016-07-09 21",Mobile,5552
"2016-07-09 21",Tablet,8838
"2016-07-09 21",Unknown,85
"2016-07-09 21",Unspecified,842
"2016-07-09 22","Big screen",20
"2016-07-09 22",Computer,5474
"2016-07-09 22",Mobile,5241
"2016-07-09 22",Tablet,8647
"2016-07-09 22",Unknown,55
"2016-07-09 22",Unspecified,898
"2016-07-09 23","Big screen",17
"2016-07-09 23",Computer,3876
"2016-07-09 23",Mobile,4493
"2016-07-09 23",Tablet,7021
"2016-07-09 23",Unknown,33
"2016-07-09 23",Unspecified,635
"2016-07-10 00",Computer,1
"2016-07-10 00",Tablet,2
"2017-03-01 13",Unspecified,1
